0	35352
1	41418
2	49292
3	51148
4	49035
5	45755
6	42250
7	39145
8	36184
9	33848
10	31959
11	30903
12	28695
13	27222
14	25830
15	25270
16	24325
17	22901
18	22469
19	21077
20	20420
21	19668
22	18884
23	18532
24	17732
25	17892
26	16676
27	16388
28	15827
29	14899
30	14723
31	14819
32	14435
33	14371
34	14019
35	13619
36	13827
37	13155
38	12867
39	13075
40	13011
41	12034
42	12627
43	11138
44	11170
45	10834
46	10370
47	10050
48	9778
49	10370
50	9602
